-64,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-71,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-86,-71,-63,-150,-74,-150,-150,-150,-150,-52,-50,-71,-72,-75,-150,-150,-74,-150,-150,-150,-150,-76,-74,-150,-73,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-81,-150,-150,-86,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-74,-150,-150,-77,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-73,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-76,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150
-64,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-71,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-86,-71,-63,-150,-74,-150,-150,-150,-150,-82,-50,-71,-72,-75,-150,-150,-74,-150,-150,-150,-150,-76,-74,-150,-73,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-81,-150,-150,-86,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-74,-150,-150,-77,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-73,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-76,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150
-79,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-88,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-75,-150,-150,-90,-150,-150,-150,-150,-150,-150,-150,-94,-150,-150,-150,-150,-79,-150,-71,-72,-150,-150,-150,-150,-150,-150,-150,-150,-71,-69,-150,-77,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-81,-150,-84,-85,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-74,-74,-150,-150,-77,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-78,-80,-150,-150,-150,-150,-150,-150,-150,-150,-78,-150,-150,-87,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150
-79,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-88,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-75,-150,-150,-90,-150,-150,-150,-150,-150,-150,-150,-94,-150,-150,-150,-150,-78,-150,-71,-72,-150,-150,-150,-150,-150,-150,-150,-150,-71,-69,-150,-77,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-81,-150,-84,-85,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-74,-74,-150,-150,-77,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-78,-80,-150,-150,-150,-150,-150,-150,-150,-150,-78,-150,-150,-87,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150
-78,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-86,-150,-150,-150,-150,-150,-150,-88,-150,-85,-150,-150,-150,-150,-150,-150,-150,-150,-75,-150,-150,-90,-150,-150,-150,-150,-85,-150,-82,-94,-88,-150,-150,-94,-76,-150,-73,-150,-86,-150,-150,-150,-150,-150,-150,-150,-81,-69,-83,-77,-150,-150,-150,-150,-150,-150,-90,-150,-150,-150,-150,-150,-150,-85,-150,-84,-85,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-74,-150,-84,-150,-78,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-71,-73,-150,-89,-88,-150,-150,-150,-150,-150,-80,-150,-84,-82,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-87,-150,-150,-150,-96,-150,-150,-150,-150,-150
-83,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-85,-150,-89,-150,-150,-150,-150,-150,-86,-150,-93,-94,-150,-150,-95,-150,-150,-150,-150,-150,-77,-77,-150,-90,-150,-150,-150,-150,-73,-76,-82,-75,-88,-150,-89,-88,-69,-150,-74,-75,-86,-150,-150,-150,-150,-150,-150,-150,-81,-150,-83,-82,-150,-150,-150,-150,-150,-150,-90,-150,-150,-150,-150,-150,-150,-85,-150,-150,-95,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-83,-150,-84,-150,-78,-150,-150,-150,-150,-150,-150,-96,-150,-150,-150,-150,-150,-150,-71,-73,-90,-89,-95,-150,-150,-150,-150,-150,-85,-150,-84,-84,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-89,-150,-150,-150,-96,-150,-150,-150,-150,-150
-83,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-85,-150,-89,-150,-150,-150,-150,-150,-86,-150,-93,-94,-150,-150,-95,-150,-150,-150,-150,-150,-77,-77,-150,-90,-150,-150,-150,-150,-73,-76,-82,-75,-88,-150,-89,-88,-69,-150,-74,-75,-86,-150,-150,-150,-150,-150,-150,-150,-81,-150,-83,-82,-150,-150,-150,-150,-150,-150,-90,-150,-150,-150,-150,-150,-150,-85,-150,-150,-95,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-83,-150,-84,-150,-78,-150,-150,-150,-150,-150,-150,-96,-150,-150,-150,-150,-150,-150,-71,-73,-90,-89,-95,-150,-150,-150,-150,-150,-85,-150,-84,-84,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-89,-150,-150,-150,-96,-150,-150,-150,-150,-150
-83,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-85,-150,-89,-150,-150,-150,-150,-150,-86,-150,-93,-94,-150,-150,-95,-150,-150,-150,-150,-150,-77,-77,-150,-90,-150,-150,-150,-150,-73,-76,-82,-75,-88,-150,-89,-88,-71,-150,-74,-75,-86,-150,-150,-150,-150,-150,-150,-150,-81,-150,-83,-82,-150,-150,-150,-150,-150,-150,-90,-150,-150,-150,-150,-150,-150,-85,-150,-150,-95,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-83,-150,-84,-150,-78,-150,-150,-150,-150,-150,-150,-96,-150,-150,-150,-150,-150,-150,-71,-73,-90,-89,-95,-150,-150,-150,-150,-150,-85,-150,-84,-84,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-89,-150,-150,-150,-96,-150,-150,-150,-150,-150
-76,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-85,-150,-93,-150,-150,-150,-150,-150,-94,-150,-93,-94,-150,-150,-95,-150,-96,-150,-150,-150,-77,-77,-150,-90,-150,-150,-150,-150,-75,-76,-150,-71,-150,-150,-89,-88,-71,-150,-81,-75,-93,-150,-150,-90,-150,-150,-150,-150,-70,-71,-150,-78,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-89,-150,-150,-95,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-83,-150,-150,-150,-84,-150,-150,-150,-150,-150,-150,-96,-150,-150,-150,-150,-150,-150,-150,-150,-90,-150,-95,-150,-150,-150,-150,-150,-86,-150,-150,-84,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-89,-150,-150,-150,-150,-150,-150,-150,-150,-150
-76,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-85,-150,-93,-150,-150,-150,-150,-150,-94,-150,-93,-94,-150,-150,-95,-150,-96,-150,-150,-150,-77,-77,-150,-90,-150,-150,-150,-150,-75,-76,-150,-71,-150,-150,-89,-88,-64,-150,-81,-75,-93,-150,-150,-90,-150,-150,-150,-150,-70,-71,-150,-78,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-89,-150,-150,-95,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-83,-150,-150,-150,-84,-150,-150,-150,-150,-150,-150,-96,-150,-150,-150,-150,-150,-150,-150,-150,-90,-150,-95,-150,-150,-150,-150,-150,-86,-150,-150,-84,-150,-150,-150,-150,-150,-150,-150,-150,-150,-150,-89,-150,-150,-150,-150,-150,-150,-150,-150,-150
