fingerprint_id,AP-WAP000-NULL,AP-WAP001-NULL,AP-WAP002-NULL,AP-WAP003-NULL,AP-WAP004-NULL,AP-WAP005-NULL,AP-WAP006-NULL,AP-WAP007-NULL
0,-54,-63,-71,-73,-66,-68,-69,-79
1,-56,-62,-72,-71,-70,-69,-72,-73
2,-57,-63,-72,-71,-64,-69,-72,-71
3,-57,-66,-70,-75,-66,-68,-71,-74
4,-56,-64,-69,-73,-60,-67,-71,-75
5,-57,-68,-72,-73,-65,-62,-73,-74
6,-57,-66,-74,-73,-61,-65,-70,-71
7,-58,-64,-70,-68,-64,-69,-71,-73
8,-56,-67,-67,-75,-62,-65,-70,-72
9,-63,-66,-71,-72,-60,-67,-72,-75
10,-60,-64,-70,-73,-62,-65,-70,-70
11,-63,-66,-72,-73,-62,-63,-69,-71
12,-64,-66,-72,-72,-59,-64,-70,-75
13,-62,-69,-69,-70,-59,-69,-67,-72
14,-65,-67,-71,-73,-58,-68,-71,-75
15,-64,-68,-71,-74,-59,-62,-72,-74
16,-62,-68,-74,-76,-59,-64,-72,-74
17,-65,-63,-71,-78,-60,-66,-67,-75
18,-63,-69,-72,-77,-58,-61,-70,-72
19,-65,-70,-70,-75,-55,-63,-71,-75
20,-69,-72,-72,-74,-59,-61,-68,-74
21,-58,-66,-74,-71,-63,-66,-71,-75
22,-55,-67,-66,-71,-65,-69,-68,-73
23,-57,-63,-72,-75,-64,-70,-70,-72
24,-53,-65,-71,-76,-65,-64,-72,-76
25,-57,-64,-70,-73,-66,-69,-68,-71
26,-55,-67,-73,-74,-66,-65,-71,-73
27,-57,-63,-69,-72,-65,-68,-71,-73
28,-57,-63,-70,-70,-58,-69,-74,-72
29,-59,-65,-66,-75,-60,-66,-71,-72
30,-59,-70,-72,-73,-63,-66,-69,-74
31,-59,-66,-73,-74,-63,-64,-70,-71
32,-60,-66,-70,-72,-61,-64,-69,-71
33,-63,-66,-71,-73,-62,-64,-72,-72
34,-67,-69,-76,-77,-58,-63,-74,-75
35,-63,-66,-72,-70,-60,-62,-70,-69
36,-63,-71,-72,-71,-59,-64,-71,-74
37,-66,-66,-72,-72,-58,-65,-70,-74
38,-61,-67,-73,-72,-54,-64,-66,-72
39,-65,-67,-72,-74,-54,-61,-73,-72
40,-70,-73,-69,-70,-57,-63,-66,-73
41,-63,-69,-72,-73,-52,-66,-72,-72
42,-57,-66,-72,-71,-65,-67,-69,-74
43,-50,-66,-69,-71,-64,-67,-70,-73
44,-53,-67,-70,-70,-65,-68,-71,-74
45,-54,-65,-67,-73,-63,-67,-71,-73
46,-55,-65,-68,-71,-65,-66,-72,-73
47,-55,-63,-70,-72,-66,-71,-72,-74
48,-54,-66,-69,-72,-58,-69,-73,-73
49,-56,-58,-70,-69,-61,-65,-69,-74
50,-58,-63,-68,-73,-60,-64,-71,-72
51,-60,-65,-72,-74,-62,-62,-72,-72
52,-61,-64,-68,-71,-63,-64,-70,-73
53,-58,-68,-67,-73,-57,-68,-69,-75
54,-64,-64,-70,-74,-59,-66,-70,-74
55,-63,-66,-69,-73,-60,-66,-67,-78
56,-62,-66,-67,-72,-60,-64,-67,-74
57,-63,-69,-69,-71,-55,-61,-70,-72
58,-66,-69,-69,-74,-58,-63,-69,-71
59,-63,-70,-71,-70,-56,-65,-69,-74
60,-68,-67,-73,-75,-53,-61,-72,-73
61,-66,-66,-71,-70,-56,-62,-70,-74
62,-69,-64,-69,-74,-55,-64,-71,-74
63,-52,-63,-71,-71,-65,-67,-74,-73
64,-49,-64,-71,-72,-64,-69,-73,-74
65,-50,-62,-71,-73,-62,-70,-70,-76
66,-53,-64,-70,-74,-67,-65,-72,-72
67,-56,-62,-68,-72,-63,-63,-70,-73
68,-58,-62,-68,-73,-62,-67,-72,-70
69,-54,-62,-70,-72,-65,-64,-70,-77
70,-55,-66,-68,-72,-61,-64,-71,-75
71,-58,-64,-73,-70,-62,-65,-68,-71
72,-58,-67,-68,-72,-62,-65,-68,-74
73,-62,-65,-65,-73,-59,-62,-72,-73
74,-59,-66,-67,-70,-59,-64,-68,-75
75,-60,-65,-75,-75,-57,-65,-68,-72
76,-63,-64,-68,-73,-60,-65,-74,-73
77,-62,-65,-70,-70,-57,-64,-69,-72
78,-66,-67,-71,-74,-59,-66,-67,-70
79,-66,-69,-70,-73,-55,-65,-69,-76
80,-65,-63,-72,-70,-57,-62,-68,-78
81,-65,-71,-71,-74,-52,-65,-69,-72
82,-66,-68,-68,-75,-55,-67,-72,-75
83,-64,-69,-72,-74,-53,-64,-68,-72
84,-51,-63,-66,-72,-66,-71,-74,-73
85,-49,-63,-70,-74,-67,-70,-71,-77
86,-50,-64,-67,-72,-67,-63,-68,-73
87,-51,-62,-71,-71,-65,-67,-73,-74
88,-55,-58,-67,-73,-64,-68,-68,-71
89,-52,-62,-65,-73,-65,-69,-71,-75
90,-57,-61,-67,-69,-64,-69,-70,-74
91,-57,-61,-70,-71,-60,-64,-76,-74
92,-57,-64,-70,-73,-65,-66,-67,-75
93,-57,-65,-70,-70,-61,-65,-72,-73
94,-58,-63,-71,-70,-59,-60,-72,-73
95,-60,-65,-70,-72,-56,-65,-68,-72
96,-60,-65,-68,-76,-57,-62,-72,-73
97,-62,-62,-69,-72,-56,-60,-69,-71
98,-60,-68,-71,-74,-55,-66,-72,-70
99,-61,-66,-70,-71,-56,-64,-69,-73
100,-68,-65,-76,-71,-57,-63,-70,-72
101,-67,-71,-69,-71,-54,-63,-66,-70
102,-65,-66,-70,-77,-52,-68,-73,-73
103,-67,-67,-71,-74,-51,-63,-73,-72
104,-66,-69,-71,-77,-54,-62,-70,-73
105,-51,-62,-71,-73,-63,-64,-72,-70
106,-49,-59,-66,-74,-69,-67,-68,-74
107,-50,-63,-65,-73,-65,-67,-68,-72
108,-49,-62,-69,-73,-66,-65,-66,-76
109,-54,-60,-73,-71,-61,-68,-72,-74
110,-55,-59,-73,-75,-64,-69,-69,-73
111,-53,-62,-69,-72,-66,-67,-70,-71
112,-57,-65,-67,-75,-63,-66,-71,-74
113,-59,-64,-67,-74,-60,-64,-67,-73
114,-55,-66,-67,-71,-60,-65,-67,-72
115,-61,-60,-68,-71,-60,-63,-66,-71
116,-63,-66,-69,-69,-54,-64,-66,-75
117,-63,-64,-69,-69,-56,-64,-70,-72
118,-62,-65,-71,-71,-54,-65,-72,-73
119,-61,-66,-72,-71,-53,-61,-67,-71
120,-62,-66,-69,-72,-56,-65,-66,-70
121,-64,-62,-73,-76,-54,-63,-68,-71
122,-59,-63,-74,-76,-53,-67,-70,-74
123,-68,-65,-69,-70,-56,-65,-70,-67
124,-67,-66,-72,-71,-50,-62,-67,-75
125,-62,-66,-68,-72,-56,-63,-69,-78
126,-52,-61,-70,-75,-67,-67,-69,-77
127,-49,-61,-67,-72,-70,-65,-71,-72
128,-52,-62,-70,-73,-67,-67,-70,-71
129,-48,-63,-69,-70,-64,-68,-73,-74
130,-52,-65,-69,-74,-61,-67,-67,-72
131,-57,-61,-70,-74,-64,-65,-70,-72
132,-54,-60,-68,-70,-62,-64,-69,-71
133,-61,-62,-68,-75,-64,-63,-69,-76
134,-56,-62,-69,-72,-61,-65,-69,-71
135,-56,-63,-69,-72,-60,-66,-70,-67
136,-64,-63,-73,-75,-57,-63,-68,-76
137,-60,-63,-69,-70,-58,-65,-66,-69
138,-62,-66,-68,-74,-57,-63,-68,-70
139,-64,-65,-68,-74,-62,-64,-67,-74
140,-61,-67,-71,-74,-55,-62,-67,-73
141,-59,-69,-67,-72,-60,-64,-67,-74
142,-64,-66,-67,-72,-56,-60,-74,-69
143,-65,-65,-67,-76,-50,-64,-71,-74
144,-65,-65,-71,-75,-54,-65,-69,-70
145,-62,-67,-67,-71,-55,-62,-66,-68
146,-68,-67,-71,-72,-54,-63,-67,-75
147,-49,-61,-71,-71,-65,-71,-69,-70
148,-54,-59,-65,-68,-65,-66,-69,-73
149,-52,-59,-68,-74,-63,-67,-68,-70
150,-51,-60,-63,-64,-65,-65,-75,-72
151,-54,-64,-68,-74,-59,-65,-68,-74
152,-55,-60,-69,-72,-63,-65,-67,-72
153,-56,-63,-71,-71,-60,-65,-70,-73
154,-56,-60,-68,-75,-65,-60,-69,-73
155,-57,-62,-68,-73,-63,-62,-68,-71
156,-62,-63,-67,-73,-64,-64,-71,-75
157,-59,-66,-66,-69,-59,-66,-69,-72
158,-61,-67,-66,-75,-61,-59,-70,-74
159,-61,-66,-68,-76,-53,-62,-66,-75
160,-64,-63,-68,-67,-55,-63,-71,-69
161,-62,-67,-71,-74,-56,-62,-68,-73
162,-61,-68,-69,-70,-58,-63,-66,-72
163,-66,-64,-67,-76,-52,-63,-75,-72
164,-65,-63,-71,-71,-52,-59,-68,-74
165,-66,-67,-73,-70,-50,-59,-69,-70
166,-67,-69,-69,-69,-57,-61,-68,-70
167,-66,-67,-68,-71,-55,-58,-70,-74
168,-53,-60,-70,-67,-63,-65,-74,-70
169,-50,-59,-69,-70,-63,-67,-69,-73
170,-50,-58,-67,-72,-65,-67,-72,-69
171,-58,-60,-69,-70,-64,-66,-68,-73
172,-52,-60,-70,-69,-67,-66,-67,-73
173,-57,-60,-68,-71,-67,-65,-72,-73
174,-54,-63,-68,-70,-63,-67,-69,-73
175,-55,-63,-74,-73,-62,-64,-67,-70
176,-59,-60,-67,-73,-61,-62,-68,-71
177,-58,-63,-66,-70,-64,-67,-72,-71
178,-57,-63,-68,-74,-65,-63,-68,-71
179,-57,-61,-68,-70,-63,-63,-68,-68
180,-61,-63,-70,-71,-61,-64,-68,-74
181,-63,-65,-69,-69,-60,-64,-68,-72
182,-61,-62,-69,-72,-57,-62,-68,-72
183,-64,-68,-71,-70,-56,-61,-67,-72
184,-64,-67,-70,-75,-51,-62,-66,-72
185,-66,-65,-72,-73,-56,-61,-69,-73
186,-66,-63,-71,-73,-57,-58,-70,-72
187,-65,-67,-73,-73,-56,-59,-70,-69
188,-66,-65,-69,-73,-53,-63,-66,-73
189,-52,-57,-65,-73,-65,-68,-72,-72
190,-56,-59,-66,-71,-66,-66,-72,-73
191,-52,-61,-71,-68,-63,-67,-72,-72
192,-56,-60,-67,-72,-63,-65,-71,-75
193,-53,-59,-70,-72,-63,-68,-67,-74
194,-58,-58,-68,-72,-64,-66,-70,-70
195,-56,-61,-69,-70,-66,-62,-66,-69
196,-59,-59,-68,-70,-63,-68,-70,-71
197,-60,-62,-67,-72,-64,-66,-68,-70
198,-63,-59,-69,-69,-62,-64,-72,-73
199,-58,-63,-71,-73,-60,-65,-67,-70
200,-59,-67,-68,-72,-59,-62,-68,-67
201,-61,-64,-66,-71,-57,-62,-69,-72
202,-64,-62,-63,-71,-60,-62,-65,-73
203,-67,-62,-70,-70,-60,-57,-66,-72
204,-63,-63,-67,-71,-56,-64,-71,-72
205,-66,-68,-69,-72,-56,-59,-67,-71
206,-63,-65,-71,-71,-55,-57,-66,-70
207,-62,-71,-70,-75,-51,-60,-66,-70
208,-65,-67,-67,-71,-57,-62,-64,-71
209,-66,-66,-68,-74,-54,-62,-66,-72
210,-53,-59,-63,-70,-65,-67,-67,-75
211,-55,-57,-70,-73,-67,-69,-69,-73
212,-54,-56,-67,-71,-66,-67,-70,-71
213,-53,-58,-66,-69,-63,-65,-67,-74
214,-56,-61,-68,-67,-64,-67,-68,-69
215,-61,-61,-67,-73,-64,-65,-67,-68
216,-56,-57,-69,-71,-62,-62,-65,-72
217,-60,-61,-65,-72,-70,-64,-63,-74
218,-59,-64,-71,-73,-58,-63,-69,-71
219,-58,-58,-64,-71,-61,-62,-67,-69
220,-61,-63,-70,-69,-60,-64,-66,-73
221,-64,-62,-65,-73,-58,-61,-67,-70
222,-57,-61,-68,-70,-66,-60,-67,-70
223,-63,-64,-72,-74,-58,-62,-71,-71
224,-62,-63,-67,-72,-60,-59,-68,-75
225,-65,-60,-67,-70,-56,-59,-65,-72
226,-65,-67,-70,-76,-60,-59,-68,-70
227,-62,-64,-74,-72,-55,-57,-65,-68
228,-66,-67,-71,-71,-56,-57,-66,-70
229,-68,-65,-67,-69,-58,-57,-67,-69
230,-66,-63,-70,-73,-55,-59,-71,-73
231,-60,-57,-69,-70,-67,-66,-69,-72
232,-58,-57,-66,-67,-62,-71,-66,-71
233,-57,-57,-67,-71,-69,-68,-70,-69
234,-56,-57,-67,-69,-67,-65,-69,-74
235,-55,-57,-70,-72,-65,-63,-73,-71
236,-57,-61,-65,-72,-64,-63,-69,-73
237,-58,-59,-66,-71,-63,-62,-68,-71
238,-57,-59,-66,-68,-62,-62,-69,-70
239,-61,-60,-65,-69,-62,-63,-67,-72
240,-57,-62,-67,-70,-63,-62,-67,-71
241,-62,-59,-66,-68,-62,-63,-70,-75
242,-64,-60,-71,-70,-60,-59,-70,-71
243,-62,-61,-68,-71,-62,-61,-63,-73
244,-64,-66,-67,-73,-59,-60,-70,-70
245,-62,-64,-69,-71,-59,-64,-65,-68
246,-64,-66,-69,-72,-61,-59,-67,-68
247,-65,-66,-66,-73,-54,-60,-66,-68
248,-65,-66,-66,-71,-57,-62,-69,-73
249,-67,-65,-64,-74,-57,-57,-66,-73
250,-63,-64,-67,-69,-57,-61,-68,-71
251,-67,-68,-66,-72,-60,-58,-69,-68
252,-57,-57,-66,-71,-66,-65,-67,-72
253,-57,-55,-69,-70,-63,-66,-70,-72
254,-58,-56,-66,-73,-65,-65,-69,-74
255,-61,-56,-68,-73,-65,-66,-67,-70
256,-59,-57,-69,-70,-61,-62,-67,-72
257,-61,-58,-67,-68,-63,-60,-67,-71
258,-60,-60,-68,-73,-63,-66,-68,-71
259,-58,-60,-66,-69,-65,-61,-65,-70
260,-60,-61,-64,-70,-61,-64,-67,-69
261,-61,-59,-65,-73,-63,-64,-69,-74
262,-63,-61,-65,-68,-60,-62,-68,-68
263,-62,-63,-65,-70,-58,-63,-71,-71
264,-65,-61,-68,-71,-61,-59,-69,-69
265,-64,-63,-68,-70,-59,-57,-68,-72
266,-62,-64,-66,-67,-60,-55,-67,-70
267,-60,-64,-62,-68,-56,-56,-67,-71
268,-65,-68,-68,-72,-62,-59,-66,-72
269,-62,-65,-68,-72,-59,-59,-66,-71
