fingerprint_id,AP-WAP000-NULL,AP-WAP001-NULL,AP-WAP002-NULL,AP-WAP003-NULL,AP-WAP004-NULL,AP-WAP005-NULL,AP-WAP006-NULL,AP-WAP007-NULL
0,-55,-65,-68,-74,-66,-65,-73,-75
1,-52,-67,-71,-69,-68,-68,-71,-73
2,-57,-64,-71,-70,-62,-65,-69,-70
3,-53,-64,-72,-74,-64,-70,-74,-71
4,-57,-64,-71,-73,-67,-64,-69,-75
5,-59,-66,-69,-78,-67,-68,-72,-76
6,-53,-67,-72,-72,-65,-67,-68,-72
7,-56,-65,-70,-73,-62,-71,-70,-71
8,-58,-68,-71,-73,-62,-69,-72,-75
9,-61,-65,-73,-72,-62,-64,-68,-76
10,-62,-68,-68,-74,-63,-68,-74,-69
11,-63,-67,-71,-73,-59,-66,-70,-71
12,-61,-66,-69,-70,-59,-64,-72,-71
13,-64,-64,-75,-72,-59,-64,-72,-75
14,-66,-67,-71,-71,-59,-69,-68,-69
15,-64,-66,-72,-71,-57,-68,-70,-74
16,-65,-64,-72,-71,-56,-67,-71,-72
17,-63,-67,-70,-72,-56,-64,-69,-75
18,-64,-68,-70,-70,-53,-65,-72,-77
19,-68,-68,-71,-72,-53,-66,-74,-75
20,-65,-73,-69,-75,-55,-63,-70,-69
21,-56,-63,-75,-74,-67,-68,-72,-73
22,-49,-65,-67,-74,-61,-69,-68,-69
23,-55,-64,-72,-74,-67,-66,-69,-72
24,-53,-62,-71,-70,-64,-69,-74,-75
25,-54,-68,-66,-71,-62,-71,-75,-72
26,-56,-61,-67,-72,-61,-67,-75,-68
27,-56,-65,-71,-76,-61,-65,-74,-69
28,-61,-65,-73,-74,-63,-66,-70,-75
29,-57,-65,-70,-73,-64,-65,-70,-75
30,-59,-66,-72,-72,-60,-65,-70,-74
31,-57,-68,-74,-73,-62,-66,-69,-75
32,-62,-65,-72,-72,-57,-65,-72,-72
33,-62,-64,-70,-77,-61,-68,-69,-73
34,-64,-69,-71,-73,-59,-65,-72,-74
35,-63,-67,-68,-72,-59,-63,-72,-71
36,-62,-70,-68,-78,-55,-60,-68,-71
37,-65,-69,-73,-76,-57,-67,-71,-71
38,-66,-67,-72,-71,-59,-62,-71,-72
39,-63,-67,-72,-75,-54,-67,-67,-74
40,-65,-69,-71,-72,-56,-68,-68,-72
41,-67,-69,-70,-73,-54,-61,-71,-72
42,-56,-63,-70,-74,-66,-69,-74,-75
43,-52,-60,-70,-73,-64,-68,-73,-70
44,-54,-64,-73,-71,-64,-66,-70,-74
45,-53,-67,-68,-72,-65,-69,-72,-72
46,-51,-59,-68,-73,-63,-67,-69,-73
47,-56,-66,-68,-72,-64,-65,-68,-72
48,-57,-68,-72,-72,-64,-62,-71,-74
49,-58,-63,-71,-72,-58,-65,-72,-70
50,-56,-63,-68,-71,-63,-62,-71,-73
51,-58,-63,-65,-74,-59,-64,-69,-76
52,-60,-68,-71,-71,-58,-71,-70,-75
53,-60,-64,-71,-75,-59,-62,-67,-72
54,-61,-65,-69,-72,-59,-64,-72,-75
55,-61,-65,-69,-74,-59,-67,-69,-71
56,-64,-68,-71,-73,-57,-61,-67,-71
57,-65,-64,-72,-75,-56,-66,-64,-69
58,-61,-66,-72,-73,-55,-62,-68,-72
59,-65,-68,-73,-70,-54,-61,-68,-73
60,-63,-66,-68,-76,-52,-63,-69,-74
61,-65,-67,-72,-75,-54,-62,-69,-73
62,-66,-69,-70,-72,-53,-62,-72,-75
63,-50,-64,-69,-71,-64,-68,-72,-73
64,-51,-66,-68,-73,-66,-67,-72,-76
