fingerprint_id,coord_x,coord_y,coord_z,building,floor,site,tile,user_id,device_id,epoch,set,is_radio_map,preceded_by,followed_by,notes
0,73.75653190807489,54.633660946947444,NULL,11,1,NULL,tile_178,1,1,NULL,training,True,NULL,NULL,NULL
1,73.75653190807489,54.633660946947444,NULL,11,1,NULL,tile_178,1,1,NULL,training,True,NULL,NULL,NULL
2,76.19958735171623,53.462734781284276,NULL,11,1,NULL,tile_192,1,1,NULL,training,True,NULL,NULL,NULL
3,76.19958735171623,53.462734781284276,NULL,11,1,NULL,tile_192,1,1,NULL,training,True,NULL,NULL,NULL
4,76.19958735171623,53.462734781284276,NULL,11,1,NULL,tile_192,1,1,NULL,training,True,NULL,NULL,NULL
5,78.20897069600791,54.11325034314653,NULL,11,1,NULL,tile_197,1,1,NULL,training,True,NULL,NULL,NULL
6,78.20897069600791,54.11325034314653,NULL,11,1,NULL,tile_197,1,1,NULL,training,True,NULL,NULL,NULL
7,78.20897069600791,54.11325034314653,NULL,11,1,NULL,tile_197,1,1,NULL,training,True,NULL,NULL,NULL
8,78.7438345992948,56.00696588273013,NULL,11,1,NULL,tile_199,1,1,NULL,training,True,NULL,NULL,NULL
9,78.7438345992948,56.00696588273013,NULL,11,1,NULL,tile_199,1,1,NULL,training,True,NULL,NULL,NULL
10,78.7438345992948,56.00696588273013,NULL,11,1,NULL,tile_199,1,1,NULL,training,True,NULL,NULL,NULL
11,89.44122259197603,63.33608391621816,NULL,11,1,NULL,tile_224,1,1,NULL,training,True,NULL,NULL,NULL
12,89.44122259197603,63.33608391621816,NULL,11,1,NULL,tile_224,1,1,NULL,training,True,NULL,NULL,NULL
13,89.44122259197603,63.33608391621816,NULL,11,1,NULL,tile_224,1,1,NULL,training,True,NULL,NULL,NULL
14,87.25837285811886,66.95004323682873,NULL,11,1,NULL,tile_220,1,1,NULL,training,True,NULL,NULL,NULL
15,87.25837285811886,66.95004323682873,NULL,11,1,NULL,tile_220,1,1,NULL,training,True,NULL,NULL,NULL
16,87.25837285811886,66.95004323682873,NULL,11,1,NULL,tile_220,1,1,NULL,training,True,NULL,NULL,NULL
17,86.57894753234575,63.7697583634701,NULL,11,1,NULL,tile_219,1,1,NULL,training,True,NULL,NULL,NULL
18,86.57894753234575,63.7697583634701,NULL,11,1,NULL,tile_219,1,1,NULL,training,True,NULL,NULL,NULL
