fingerprint_id,coord_x,coord_y,coord_z,building,floor,site,tile,user_id,device_id,epoch,set,is_radio_map,preceded_by,followed_by,notes
0,73.75653190807489,54.633660946947444,NULL,11,1,NULL,tile_178,1,1,NULL,training,True,NULL,NULL,NULL
1,73.75653190807489,54.633660946947444,NULL,11,1,NULL,tile_178,1,1,NULL,training,True,NULL,NULL,NULL
2,73.75653190807489,54.633660946947444,NULL,11,1,NULL,tile_178,1,1,NULL,training,True,NULL,NULL,NULL
3,76.19958735171623,53.462734781284276,NULL,11,1,NULL,tile_192,1,1,NULL,training,True,NULL,NULL,NULL
4,76.19958735171623,53.462734781284276,NULL,11,1,NULL,tile_192,1,1,NULL,training,True,NULL,NULL,NULL
5,76.19958735171623,53.462734781284276,NULL,11,1,NULL,tile_192,1,1,NULL,training,True,NULL,NULL,NULL
6,76.19958735171623,53.462734781284276,NULL,11,1,NULL,tile_192,1,1,NULL,training,True,NULL,NULL,NULL
7,76.19958735171623,53.462734781284276,NULL,11,1,NULL,tile_192,1,1,NULL,training,True,NULL,NULL,NULL
8,76.19958735171623,53.462734781284276,NULL,11,1,NULL,tile_192,1,1,NULL,training,True,NULL,NULL,NULL
9,78.20897069600791,54.11325034314653,NULL,11,1,NULL,tile_197,1,1,NULL,training,True,NULL,NULL,NULL
10,78.20897069600791,54.11325034314653,NULL,11,1,NULL,tile_197,1,1,NULL,training,True,NULL,NULL,NULL
11,78.20897069600791,54.11325034314653,NULL,11,1,NULL,tile_197,1,1,NULL,training,True,NULL,NULL,NULL
12,78.20897069600791,54.11325034314653,NULL,11,1,NULL,tile_197,1,1,NULL,training,True,NULL,NULL,NULL
13,78.20897069600791,54.11325034314653,NULL,11,1,NULL,tile_197,1,1,NULL,training,True,NULL,NULL,NULL
14,78.20897069600791,54.11325034314653,NULL,11,1,NULL,tile_197,1,1,NULL,training,True,NULL,NULL,NULL
15,78.7438345992948,56.00696588273013,NULL,11,1,NULL,tile_199,1,1,NULL,training,True,NULL,NULL,NULL
16,78.7438345992948,56.00696588273013,NULL,11,1,NULL,tile_199,1,1,NULL,training,True,NULL,NULL,NULL
17,78.7438345992948,56.00696588273013,NULL,11,1,NULL,tile_199,1,1,NULL,training,True,NULL,NULL,NULL
18,78.7438345992948,56.00696588273013,NULL,11,1,NULL,tile_199,1,1,NULL,training,True,NULL,NULL,NULL
