building,floor,site,tile,tessellation_type,coord_a_x,coord_a_y,coord_b_x,coord_b_y,coord_c_x,coord_c_y,coord_d_x,coord_d_y
0,0,NULL,-105_-23,grid,-105,-23,-104,-23,-104,-22,-105,-22
0,0,NULL,-105_-22,grid,-105,-22,-104,-22,-104,-21,-105,-21
0,0,NULL,-105_-21,grid,-105,-21,-104,-21,-104,-20,-105,-20
0,0,NULL,-105_-20,grid,-105,-20,-104,-20,-104,-19,-105,-19
0,0,NULL,-105_-19,grid,-105,-19,-104,-19,-104,-18,-105,-18
0,0,NULL,-105_-18,grid,-105,-18,-104,-18,-104,-17,-105,-17
0,0,NULL,-105_-17,grid,-105,-17,-104,-17,-104,-16,-105,-16
0,0,NULL,-105_-16,grid,-105,-16,-104,-16,-104,-15,-105,-15
0,0,NULL,-105_-15,grid,-105,-15,-104,-15,-104,-14,-105,-14
0,0,NULL,-105_-14,grid,-105,-14,-104,-14,-104,-13,-105,-13
0,0,NULL,-105_-13,grid,-105,-13,-104,-13,-104,-12,-105,-12
0,0,NULL,-105_-12,grid,-105,-12,-104,-12,-104,-11,-105,-11
0,0,NULL,-105_-11,grid,-105,-11,-104,-11,-104,-10,-105,-10
0,0,NULL,-105_-10,grid,-105,-10,-104,-10,-104,-9,-105,-9
0,0,NULL,-105_-9,grid,-105,-9,-104,-9,-104,-8,-105,-8
0,0,NULL,-105_-8,grid,-105,-8,-104,-8,-104,-7,-105,-7
0,0,NULL,-105_-7,grid,-105,-7,-104,-7,-104,-6,-105,-6
0,0,NULL,-105_-6,grid,-105,-6,-104,-6,-104,-5,-105,-5
0,0,NULL,-105_-5,grid,-105,-5,-104,-5,-104,-4,-105,-4
0,0,NULL,-105_-4,grid,-105,-4,-104,-4,-104,-3,-105,-3
0,0,NULL,-105_-3,grid,-105,-3,-104,-3,-104,-2,-105,-2
0,0,NULL,-105_-2,grid,-105,-2,-104,-2,-104,-1,-105,-1
0,0,NULL,-105_-1,grid,-105,-1,-104,-1,-104,0,-105,0
0,0,NULL,-105_0,grid,-105,0,-104,0,-104,1,-105,1
0,0,NULL,-105_1,grid,-105,1,-104,1,-104,2,-105,2
0,0,NULL,-105_2,grid,-105,2,-104,2,-104,3,-105,3
0,0,NULL,-105_3,grid,-105,3,-104,3,-104,4,-105,4
0,0,NULL,-105_4,grid,-105,4,-104,4,-104,5,-105,5
0,0,NULL,-105_5,grid,-105,5,-104,5,-104,6,-105,6
0,0,NULL,-105_6,grid,-105,6,-104,6,-104,7,-105,7
0,0,NULL,-105_7,grid,-105,7,-104,7,-104,8,-105,8
0,0,NULL,-105_8,grid,-105,8,-104,8,-104,9,-105,9
0,0,NULL,-105_9,grid,-105,9,-104,9,-104,10,-105,10
0,0,NULL,-105_10,grid,-105,10,-104,10,-104,11,-105,11
0,0,NULL,-105_11,grid,-105,11,-104,11,-104,12,-105,12
0,0,NULL,-105_12,grid,-105,12,-104,12,-104,13,-105,13
0,0,NULL,-105_13,grid,-105,13,-104,13,-104,14,-105,14
0,0,NULL,-105_14,grid,-105,14,-104,14,-104,15,-105,15
0,0,NULL,-105_15,grid,-105,15,-104,15,-104,16,-105,16
0,0,NULL,-105_16,grid,-105,16,-104,16,-104,17,-105,17
0,0,NULL,-105_17,grid,-105,17,-104,17,-104,18,-105,18
0,0,NULL,-105_18,grid,-105,18,-104,18,-104,19,-105,19
