fingerprint_id,coord_x,coord_y,coord_z,building,floor,site,tile,user_id,device_id,epoch,set,is_radio_map,preceded_by,followed_by,notes
0,0.0,0.0,NULL,laboratory,0,NULL,0_0,1,1,NULL,training,True,NULL,NULL,NULL
1,0.0,1.0,NULL,laboratory,0,NULL,0_1,1,1,NULL,training,True,NULL,NULL,NULL
2,0.0,2.0,NULL,laboratory,0,NULL,0_2,1,1,NULL,training,True,NULL,NULL,NULL
3,0.0,3.0,NULL,laboratory,0,NULL,0_3,1,1,NULL,training,True,NULL,NULL,NULL
4,0.0,4.0,NULL,laboratory,0,NULL,0_4,1,1,NULL,training,True,NULL,NULL,NULL
5,0.0,5.0,NULL,laboratory,0,NULL,0_5,1,1,NULL,training,True,NULL,NULL,NULL
6,0.0,6.0,NULL,laboratory,0,NULL,0_6,1,1,NULL,training,True,NULL,NULL,NULL
7,0.0,7.0,NULL,laboratory,0,NULL,0_7,1,1,NULL,training,True,NULL,NULL,NULL
8,0.0,8.0,NULL,laboratory,0,NULL,0_8,1,1,NULL,training,True,NULL,NULL,NULL
9,0.0,9.0,NULL,laboratory,0,NULL,0_9,1,1,NULL,training,True,NULL,NULL,NULL
10,0.0,10.0,NULL,laboratory,0,NULL,0_10,1,1,NULL,training,True,NULL,NULL,NULL
11,0.0,11.0,NULL,laboratory,0,NULL,0_11,1,1,NULL,training,True,NULL,NULL,NULL
12,0.0,12.0,NULL,laboratory,0,NULL,0_12,1,1,NULL,training,True,NULL,NULL,NULL
13,0.0,13.0,NULL,laboratory,0,NULL,0_13,1,1,NULL,training,True,NULL,NULL,NULL
14,0.0,14.0,NULL,laboratory,0,NULL,0_14,1,1,NULL,training,True,NULL,NULL,NULL
15,0.0,15.0,NULL,laboratory,0,NULL,0_15,1,1,NULL,training,True,NULL,NULL,NULL
16,0.0,16.0,NULL,laboratory,0,NULL,0_16,1,1,NULL,training,True,NULL,NULL,NULL
17,0.0,17.0,NULL,laboratory,0,NULL,0_17,1,1,NULL,training,True,NULL,NULL,NULL
18,0.0,18.0,NULL,laboratory,0,NULL,0_18,1,1,NULL,training,True,NULL,NULL,NULL
19,0.0,19.0,NULL,laboratory,0,NULL,0_19,1,1,NULL,training,True,NULL,NULL,NULL
20,0.0,20.0,NULL,laboratory,0,NULL,0_20,1,1,NULL,training,True,NULL,NULL,NULL
21,1.0,0.0,NULL,laboratory,0,NULL,1_0,1,1,NULL,training,True,NULL,NULL,NULL
22,1.0,1.0,NULL,laboratory,0,NULL,1_1,1,1,NULL,training,True,NULL,NULL,NULL
23,1.0,2.0,NULL,laboratory,0,NULL,1_2,1,1,NULL,training,True,NULL,NULL,NULL
24,1.0,3.0,NULL,laboratory,0,NULL,1_3,1,1,NULL,training,True,NULL,NULL,NULL
25,1.0,4.0,NULL,laboratory,0,NULL,1_4,1,1,NULL,training,True,NULL,NULL,NULL
26,1.0,5.0,NULL,laboratory,0,NULL,1_5,1,1,NULL,training,True,NULL,NULL,NULL
27,1.0,6.0,NULL,laboratory,0,NULL,1_6,1,1,NULL,training,True,NULL,NULL,NULL
28,1.0,7.0,NULL,laboratory,0,NULL,1_7,1,1,NULL,training,True,NULL,NULL,NULL
29,1.0,8.0,NULL,laboratory,0,NULL,1_8,1,1,NULL,training,True,NULL,NULL,NULL
30,1.0,9.0,NULL,laboratory,0,NULL,1_9,1,1,NULL,training,True,NULL,NULL,NULL
31,1.0,10.0,NULL,laboratory,0,NULL,1_10,1,1,NULL,training,True,NULL,NULL,NULL
32,1.0,11.0,NULL,laboratory,0,NULL,1_11,1,1,NULL,training,True,NULL,NULL,NULL
33,1.0,12.0,NULL,laboratory,0,NULL,1_12,1,1,NULL,training,True,NULL,NULL,NULL
34,1.0,13.0,NULL,laboratory,0,NULL,1_13,1,1,NULL,training,True,NULL,NULL,NULL
35,1.0,14.0,NULL,laboratory,0,NULL,1_14,1,1,NULL,training,True,NULL,NULL,NULL
36,1.0,15.0,NULL,laboratory,0,NULL,1_15,1,1,NULL,training,True,NULL,NULL,NULL
37,1.0,16.0,NULL,laboratory,0,NULL,1_16,1,1,NULL,training,True,NULL,NULL,NULL
38,1.0,17.0,NULL,laboratory,0,NULL,1_17,1,1,NULL,training,True,NULL,NULL,NULL
39,1.0,18.0,NULL,laboratory,0,NULL,1_18,1,1,NULL,training,True,NULL,NULL,NULL
40,1.0,19.0,NULL,laboratory,0,NULL,1_19,1,1,NULL,training,True,NULL,NULL,NULL
41,1.0,20.0,NULL,laboratory,0,NULL,1_20,1,1,NULL,training,True,NULL,NULL,NULL
42,2.0,0.0,NULL,laboratory,0,NULL,2_0,1,1,NULL,training,True,NULL,NULL,NULL
43,2.0,1.0,NULL,laboratory,0,NULL,2_1,1,1,NULL,training,True,NULL,NULL,NULL
44,2.0,2.0,NULL,laboratory,0,NULL,2_2,1,1,NULL,training,True,NULL,NULL,NULL
45,2.0,3.0,NULL,laboratory,0,NULL,2_3,1,1,NULL,training,True,NULL,NULL,NULL
46,2.0,4.0,NULL,laboratory,0,NULL,2_4,1,1,NULL,training,True,NULL,NULL,NULL
47,2.0,5.0,NULL,laboratory,0,NULL,2_5,1,1,NULL,training,True,NULL,NULL,NULL
48,2.0,6.0,NULL,laboratory,0,NULL,2_6,1,1,NULL,training,True,NULL,NULL,NULL
49,2.0,7.0,NULL,laboratory,0,NULL,2_7,1,1,NULL,training,True,NULL,NULL,NULL
50,2.0,8.0,NULL,laboratory,0,NULL,2_8,1,1,NULL,training,True,NULL,NULL,NULL
51,2.0,9.0,NULL,laboratory,0,NULL,2_9,1,1,NULL,training,True,NULL,NULL,NULL
52,2.0,10.0,NULL,laboratory,0,NULL,2_10,1,1,NULL,training,True,NULL,NULL,NULL
53,2.0,11.0,NULL,laboratory,0,NULL,2_11,1,1,NULL,training,True,NULL,NULL,NULL
54,2.0,12.0,NULL,laboratory,0,NULL,2_12,1,1,NULL,training,True,NULL,NULL,NULL
55,2.0,13.0,NULL,laboratory,0,NULL,2_13,1,1,NULL,training,True,NULL,NULL,NULL
56,2.0,14.0,NULL,laboratory,0,NULL,2_14,1,1,NULL,training,True,NULL,NULL,NULL
57,2.0,15.0,NULL,laboratory,0,NULL,2_15,1,1,NULL,training,True,NULL,NULL,NULL
58,2.0,16.0,NULL,laboratory,0,NULL,2_16,1,1,NULL,training,True,NULL,NULL,NULL
59,2.0,17.0,NULL,laboratory,0,NULL,2_17,1,1,NULL,training,True,NULL,NULL,NULL
60,2.0,18.0,NULL,laboratory,0,NULL,2_18,1,1,NULL,training,True,NULL,NULL,NULL
61,2.0,19.0,NULL,laboratory,0,NULL,2_19,1,1,NULL,training,True,NULL,NULL,NULL
62,2.0,20.0,NULL,laboratory,0,NULL,2_20,1,1,NULL,training,True,NULL,NULL,NULL
63,3.0,0.0,NULL,laboratory,0,NULL,3_0,1,1,NULL,training,True,NULL,NULL,NULL
64,3.0,1.0,NULL,laboratory,0,NULL,3_1,1,1,NULL,training,True,NULL,NULL,NULL
65,3.0,2.0,NULL,laboratory,0,NULL,3_2,1,1,NULL,training,True,NULL,NULL,NULL
66,3.0,3.0,NULL,laboratory,0,NULL,3_3,1,1,NULL,training,True,NULL,NULL,NULL
