fingerprint_id,coord_x,coord_y,coord_z,building,floor,site,tile,user_id,device_id,epoch,set,is_radio_map,preceded_by,followed_by,notes
0,172.94,72.04300000000002,NULL,1,0,NULL,172_72,NULL,NULL,NULL,training,True,NULL,NULL,NULL
1,172.94,77.04300000000002,NULL,1,0,NULL,172_77,NULL,NULL,NULL,training,True,NULL,NULL,NULL
2,167.94,77.04300000000002,NULL,1,0,NULL,167_77,NULL,NULL,NULL,training,True,NULL,NULL,NULL
3,167.94,82.04300000000002,NULL,1,0,NULL,167_82,NULL,NULL,NULL,training,True,NULL,NULL,NULL
4,167.94,87.04300000000002,NULL,1,0,NULL,167_87,NULL,NULL,NULL,training,True,NULL,NULL,NULL
5,162.94,87.04300000000002,NULL,1,0,NULL,162_87,NULL,NULL,NULL,training,True,NULL,NULL,NULL
6,162.94,92.043,NULL,1,0,NULL,162_92,NULL,NULL,NULL,training,True,NULL,NULL,NULL
7,162.94,97.043,NULL,1,0,NULL,162_97,NULL,NULL,NULL,training,True,NULL,NULL,NULL
8,157.94,97.043,NULL,1,0,NULL,157_97,NULL,NULL,NULL,training,True,NULL,NULL,NULL
9,157.94,102.04,NULL,1,0,NULL,157_102,NULL,NULL,NULL,training,True,NULL,NULL,NULL
10,157.94,107.04,NULL,1,0,NULL,157_107,NULL,NULL,NULL,training,True,NULL,NULL,NULL
11,157.94,87.04300000000002,NULL,1,0,NULL,157_87,NULL,NULL,NULL,training,True,NULL,NULL,NULL
12,152.94,87.04300000000002,NULL,1,0,NULL,152_87,NULL,NULL,NULL,training,True,NULL,NULL,NULL
13,152.94,92.043,NULL,1,0,NULL,152_92,NULL,NULL,NULL,training,True,NULL,NULL,NULL
14,152.94,97.043,NULL,1,0,NULL,152_97,NULL,NULL,NULL,training,True,NULL,NULL,NULL
15,152.94,102.04,NULL,1,0,NULL,152_102,NULL,NULL,NULL,training,True,NULL,NULL,NULL
16,147.94,102.04,NULL,1,0,NULL,147_102,NULL,NULL,NULL,training,True,NULL,NULL,NULL
17,157.94,92.043,NULL,1,0,NULL,157_92,NULL,NULL,NULL,training,True,NULL,NULL,NULL
18,167.94,72.04300000000002,NULL,1,0,NULL,167_72,NULL,NULL,NULL,training,True,NULL,NULL,NULL
19,172.94,67.043,NULL,1,0,NULL,172_67,NULL,NULL,NULL,training,True,NULL,NULL,NULL
20,177.94,72.04300000000002,NULL,1,0,NULL,177_72,NULL,NULL,NULL,training,True,NULL,NULL,NULL
21,182.94,72.04300000000002,NULL,1,0,NULL,182_72,NULL,NULL,NULL,training,True,NULL,NULL,NULL
22,182.94,77.04300000000002,NULL,1,0,NULL,182_77,NULL,NULL,NULL,training,True,NULL,NULL,NULL
23,187.94,77.04300000000002,NULL,1,0,NULL,187_77,NULL,NULL,NULL,training,True,NULL,NULL,NULL
24,192.94,77.04300000000002,NULL,1,0,NULL,192_77,NULL,NULL,NULL,training,True,NULL,NULL,NULL
25,197.94,77.04300000000002,NULL,1,0,NULL,197_77,NULL,NULL,NULL,training,True,NULL,NULL,NULL
26,197.94,82.04300000000002,NULL,1,0,NULL,197_82,NULL,NULL,NULL,training,True,NULL,NULL,NULL
27,202.94,82.04300000000002,NULL,1,0,NULL,202_82,NULL,NULL,NULL,training,True,NULL,NULL,NULL
28,207.94,82.04300000000002,NULL,1,0,NULL,207_82,NULL,NULL,NULL,training,True,NULL,NULL,NULL
29,207.94,87.04300000000002,NULL,1,0,NULL,207_87,NULL,NULL,NULL,training,True,NULL,NULL,NULL
30,212.94,87.04300000000002,NULL,1,0,NULL,212_87,NULL,NULL,NULL,training,True,NULL,NULL,NULL
31,217.94,87.04300000000002,NULL,1,0,NULL,217_87,NULL,NULL,NULL,training,True,NULL,NULL,NULL
32,217.94,92.043,NULL,1,0,NULL,217_92,NULL,NULL,NULL,training,True,NULL,NULL,NULL
33,222.94,92.043,NULL,1,0,NULL,222_92,NULL,NULL,NULL,training,True,NULL,NULL,NULL
34,227.94,92.043,NULL,1,0,NULL,227_92,NULL,NULL,NULL,training,True,NULL,NULL,NULL
35,227.94,97.043,NULL,1,0,NULL,227_97,NULL,NULL,NULL,training,True,NULL,NULL,NULL
36,232.94,97.043,NULL,1,0,NULL,232_97,NULL,NULL,NULL,training,True,NULL,NULL,NULL
37,237.94,97.043,NULL,1,0,NULL,237_97,NULL,NULL,NULL,training,True,NULL,NULL,NULL
38,237.94,102.04,NULL,1,0,NULL,237_102,NULL,NULL,NULL,training,True,NULL,NULL,NULL
39,242.94,102.04,NULL,1,0,NULL,242_102,NULL,NULL,NULL,training,True,NULL,NULL,NULL
40,247.94,102.04,NULL,1,0,NULL,247_102,NULL,NULL,NULL,training,True,NULL,NULL,NULL
41,247.94,107.04,NULL,1,0,NULL,247_107,NULL,NULL,NULL,training,True,NULL,NULL,NULL
42,247.94,112.04,NULL,1,0,NULL,247_112,NULL,NULL,NULL,training,True,NULL,NULL,NULL
43,242.94,112.04,NULL,1,0,NULL,242_112,NULL,NULL,NULL,training,True,NULL,NULL,NULL
44,242.94,117.04,NULL,1,0,NULL,242_117,NULL,NULL,NULL,training,True,NULL,NULL,NULL
45,242.94,122.04,NULL,1,0,NULL,242_122,NULL,NULL,NULL,training,True,NULL,NULL,NULL
46,237.94,122.04,NULL,1,0,NULL,237_122,NULL,NULL,NULL,training,True,NULL,NULL,NULL
47,237.94,127.04,NULL,1,0,NULL,237_127,NULL,NULL,NULL,training,True,NULL,NULL,NULL
48,237.94,132.04,NULL,1,0,NULL,237_132,NULL,NULL,NULL,training,True,NULL,NULL,NULL
49,232.94,132.04,NULL,1,0,NULL,232_132,NULL,NULL,NULL,training,True,NULL,NULL,NULL
50,232.94,137.04,NULL,1,0,NULL,232_137,NULL,NULL,NULL,training,True,NULL,NULL,NULL
51,232.94,142.04,NULL,1,0,NULL,232_142,NULL,NULL,NULL,training,True,NULL,NULL,NULL
52,227.94,142.04,NULL,1,0,NULL,227_142,NULL,NULL,NULL,training,True,NULL,NULL,NULL
53,227.94,147.04,NULL,1,0,NULL,227_147,NULL,NULL,NULL,training,True,NULL,NULL,NULL
54,227.94,152.04,NULL,1,0,NULL,227_152,NULL,NULL,NULL,training,True,NULL,NULL,NULL
55,222.94,152.04,NULL,1,0,NULL,222_152,NULL,NULL,NULL,training,True,NULL,NULL,NULL
56,222.94,157.04,NULL,1,0,NULL,222_157,NULL,NULL,NULL,training,True,NULL,NULL,NULL
57,222.94,162.04,NULL,1,0,NULL,222_162,NULL,NULL,NULL,training,True,NULL,NULL,NULL
58,217.94,162.04,NULL,1,0,NULL,217_162,NULL,NULL,NULL,training,True,NULL,NULL,NULL
59,217.94,167.04,NULL,1,0,NULL,217_167,NULL,NULL,NULL,training,True,NULL,NULL,NULL
60,217.94,172.04,NULL,1,0,NULL,217_172,NULL,NULL,NULL,training,True,NULL,NULL,NULL
61,212.94,177.04,NULL,1,0,NULL,212_177,NULL,NULL,NULL,training,True,NULL,NULL,NULL
62,212.94,182.04,NULL,1,0,NULL,212_182,NULL,NULL,NULL,training,True,NULL,NULL,NULL
63,212.94,187.04,NULL,1,0,NULL,212_187,NULL,NULL,NULL,training,True,NULL,NULL,NULL
64,207.94,187.04,NULL,1,0,NULL,207_187,NULL,NULL,NULL,training,True,NULL,NULL,NULL
65,207.94,192.04,NULL,1,0,NULL,207_192,NULL,NULL,NULL,training,True,NULL,NULL,NULL
66,207.94,197.04,NULL,1,0,NULL,207_197,NULL,NULL,NULL,training,True,NULL,NULL,NULL
67,202.94,197.04,NULL,1,0,NULL,202_197,NULL,NULL,NULL,training,True,NULL,NULL,NULL
68,202.94,202.04,NULL,1,0,NULL,202_202,NULL,NULL,NULL,training,True,NULL,NULL,NULL
69,202.94,207.04,NULL,1,0,NULL,202_207,NULL,NULL,NULL,training,True,NULL,NULL,NULL
70,197.94,207.04,NULL,1,0,NULL,197_207,NULL,NULL,NULL,training,True,NULL,NULL,NULL
71,197.94,212.04,NULL,1,0,NULL,197_212,NULL,NULL,NULL,training,True,NULL,NULL,NULL
72,197.94,217.04,NULL,1,0,NULL,197_217,NULL,NULL,NULL,training,True,NULL,NULL,NULL
73,197.94,202.04,NULL,1,0,NULL,197_202,NULL,NULL,NULL,training,True,NULL,NULL,NULL
74,197.94,197.04,NULL,1,0,NULL,197_197,NULL,NULL,NULL,training,True,NULL,NULL,NULL
