fingerprint_id,AP-WAP000-NULL,AP-WAP001-NULL,AP-WAP002-NULL,AP-WAP003-NULL,AP-WAP004-NULL,AP-WAP005-NULL,AP-WAP006-NULL,AP-WAP007-NULL
0,-58,-62,-73,-72,-69,-68,-73,-80
1,-54,-63,-74,-77,-66,-70,-71,-72
2,-53,-65,-69,-72,-66,-68,-69,-77
3,-56,-68,-71,-73,-61,-68,-74,-69
4,-59,-64,-69,-71,-63,-72,-70,-76
5,-58,-62,-68,-73,-60,-68,-70,-76
6,-57,-60,-70,-71,-66,-70,-70,-76
7,-61,-70,-73,-71,-64,-69,-70,-75
8,-59,-67,-69,-73,-59,-67,-70,-71
9,-57,-68,-72,-76,-65,-68,-69,-78
10,-61,-64,-68,-69,-57,-66,-71,-71
11,-60,-65,-73,-75,-62,-67,-72,-75
12,-63,-67,-75,-74,-60,-67,-68,-76
13,-60,-69,-70,-74,-59,-67,-68,-75
14,-62,-68,-73,-75,-59,-66,-72,-74
15,-64,-64,-72,-71,-61,-67,-72,-72
16,-58,-68,-73,-75,-60,-66,-70,-72
17,-68,-67,-71,-78,-56,-67,-69,-72
18,-63,-70,-69,-74,-55,-64,-71,-72
19,-67,-73,-70,-74,-56,-64,-68,-74
20,-68,-67,-70,-71,-58,-64,-70,-68
21,-52,-63,-68,-72,-68,-66,-69,-74
22,-54,-65,-74,-73,-66,-67,-70,-69
23,-55,-60,-72,-76,-65,-67,-74,-75
24,-55,-63,-66,-72,-64,-66,-68,-74
25,-51,-64,-69,-75,-65,-71,-74,-72
26,-53,-65,-69,-72,-65,-62,-71,-72
27,-57,-63,-68,-72,-63,-69,-71,-72
28,-56,-66,-70,-75,-62,-68,-67,-74
29,-55,-69,-73,-71,-65,-65,-71,-74
30,-55,-64,-71,-75,-64,-65,-69,-72
31,-60,-67,-74,-68,-61,-68,-70,-71
32,-60,-68,-72,-77,-61,-67,-72,-73
33,-61,-66,-66,-73,-63,-66,-71,-75
34,-66,-68,-70,-70,-60,-66,-67,-72
35,-62,-68,-73,-74,-57,-68,-69,-73
36,-63,-67,-73,-71,-59,-64,-70,-73
37,-60,-68,-70,-71,-52,-64,-71,-71
38,-65,-67,-70,-66,-54,-64,-72,-75
39,-64,-71,-67,-71,-59,-65,-70,-71
40,-64,-64,-71,-74,-57,-67,-69,-75
41,-64,-70,-71,-72,-53,-63,-71,-72
42,-54,-66,-66,-72,-62,-67,-68,-69
43,-50,-63,-67,-72,-66,-66,-70,-75
44,-52,-64,-70,-73,-63,-67,-72,-72
45,-55,-65,-70,-75,-62,-68,-67,-70
46,-50,-68,-70,-73,-67,-67,-72,-74
47,-54,-64,-72,-73,-63,-68,-69,-73
48,-59,-65,-71,-72,-63,-66,-71,-73
49,-57,-66,-68,-73,-63,-64,-72,-75
50,-54,-67,-77,-73,-65,-66,-71,-74
51,-60,-66,-69,-74,-60,-67,-72,-72
52,-61,-65,-73,-72,-63,-64,-71,-76
53,-59,-64,-70,-75,-60,-65,-70,-73
54,-62,-62,-67,-71,-58,-65,-68,-72
55,-64,-69,-71,-73,-58,-67,-72,-74
56,-64,-66,-67,-69,-56,-66,-68,-72
57,-62,-68,-71,-72,-59,-67,-73,-74
58,-60,-67,-70,-72,-59,-65,-70,-71
59,-67,-67,-70,-72,-55,-62,-69,-73
60,-66,-67,-71,-75,-56,-60,-72,-74
61,-65,-68,-73,-73,-55,-64,-70,-70
62,-69,-63,-65,-71,-55,-67,-69,-73
63,-51,-64,-69,-71,-70,-68,-70,-75
64,-52,-59,-68,-74,-64,-64,-70,-75
65,-53,-67,-68,-72,-64,-66,-71,-72
66,-52,-67,-69,-73,-65,-67,-70,-72
67,-53,-62,-69,-71,-63,-69,-71,-72
68,-57,-64,-70,-71,-61,-69,-72,-73
69,-60,-60,-69,-73,-63,-64,-68,-72
70,-54,-63,-69,-68,-60,-65,-68,-73
71,-59,-60,-68,-73,-61,-65,-69,-74
72,-60,-64,-68,-73,-60,-67,-73,-71
73,-61,-65,-69,-72,-60,-66,-71,-71
74,-64,-65,-68,-71,-62,-62,-69,-72
75,-62,-67,-71,-74,-58,-66,-69,-72
76,-63,-67,-71,-74,-58,-63,-71,-76
77,-64,-65,-73,-76,-57,-63,-67,-72
78,-60,-68,-72,-74,-55,-64,-66,-70
79,-63,-66,-72,-68,-53,-63,-70,-73
80,-70,-64,-68,-71,-55,-67,-69,-76
81,-68,-65,-75,-75,-56,-61,-72,-74
82,-64,-64,-69,-72,-54,-64,-69,-72
83,-65,-66,-70,-75,-50,-62,-71,-70
84,-51,-63,-68,-71,-68,-69,-73,-74
85,-49,-62,-66,-71,-64,-67,-73,-72
86,-48,-63,-68,-72,-68,-68,-69,-73
87,-51,-62,-67,-75,-64,-68,-71,-75
88,-52,-65,-71,-70,-66,-67,-67,-71
89,-53,-67,-68,-76,-63,-69,-68,-75
90,-54,-60,-72,-76,-63,-61,-73,-72
91,-57,-63,-72,-70,-63,-65,-71,-71
92,-54,-62,-68,-70,-59,-66,-72,-73
93,-57,-65,-70,-72,-61,-66,-69,-75
94,-61,-61,-71,-69,-64,-65,-73,-73
95,-63,-66,-69,-74,-58,-67,-68,-70
96,-58,-64,-68,-74,-59,-69,-65,-71
97,-63,-65,-70,-75,-61,-62,-69,-77
98,-64,-68,-69,-71,-57,-66,-69,-70
99,-63,-65,-71,-71,-58,-62,-70,-75
100,-66,-71,-69,-74,-51,-62,-71,-72
101,-63,-64,-71,-70,-53,-64,-66,-70
102,-67,-68,-74,-72,-52,-62,-69,-72
103,-66,-71,-71,-76,-54,-66,-67,-71
104,-64,-67,-66,-75,-54,-60,-69,-67
105,-48,-63,-70,-71,-65,-66,-72,-73
106,-50,-62,-69,-71,-65,-68,-72,-73
107,-52,-59,-70,-72,-68,-66,-69,-74
108,-52,-63,-67,-70,-62,-64,-73,-70
109,-52,-63,-70,-74,-60,-61,-70,-73
110,-51,-63,-67,-72,-63,-65,-71,-71
111,-55,-62,-70,-74,-60,-66,-69,-72
112,-58,-65,-69,-71,-62,-64,-68,-73
113,-60,-63,-69,-72,-62,-65,-66,-76
114,-56,-64,-69,-72,-62,-61,-69,-74
115,-58,-59,-68,-73,-57,-66,-74,-65
116,-58,-68,-70,-71,-60,-62,-67,-73
