fingerprint_id,coord_x,coord_y,coord_z,building,floor,site,tile,user_id,device_id,epoch,set,is_radio_map,preceded_by,followed_by,notes
0,2.5,-0.5,NULL,1,0,NULL,2_-1,1,1,NULL,training,True,NULL,NULL,NULL
1,2.5,-3.5,NULL,1,0,NULL,2_-4,1,1,NULL,training,True,NULL,NULL,NULL
2,3.5,-10.5,NULL,1,0,NULL,3_-11,1,1,NULL,training,True,NULL,NULL,NULL
3,3.5,-15.5,NULL,1,0,NULL,3_-16,1,1,NULL,training,True,NULL,NULL,NULL
4,3.5,-21.5,NULL,1,0,NULL,3_-22,1,1,NULL,training,True,NULL,NULL,NULL
5,3.5,-28.5,NULL,1,0,NULL,3_-29,1,1,NULL,training,True,NULL,NULL,NULL
6,2.5,-33.5,NULL,1,0,NULL,2_-34,1,1,NULL,training,True,NULL,NULL,NULL
7,1.5,-34.5,NULL,1,0,NULL,1_-35,1,1,NULL,training,True,NULL,NULL,NULL
8,0.5,-29.5,NULL,1,0,NULL,0_-30,1,1,NULL,training,True,NULL,NULL,NULL
9,-1.5,-32.5,NULL,1,0,NULL,-2_-33,1,1,NULL,training,True,NULL,NULL,NULL
10,-5.5,-33.5,NULL,1,0,NULL,-6_-34,1,1,NULL,training,True,NULL,NULL,NULL
11,-10.5,-32.5,NULL,1,0,NULL,-11_-33,1,1,NULL,training,True,NULL,NULL,NULL
12,-13.5,-32.5,NULL,1,0,NULL,-14_-33,1,1,NULL,training,True,NULL,NULL,NULL
13,-17.5,-32.5,NULL,1,0,NULL,-18_-33,1,1,NULL,training,True,NULL,NULL,NULL
14,-21.5,-33.5,NULL,1,0,NULL,-22_-34,1,1,NULL,training,True,NULL,NULL,NULL
15,-25.5,-32.5,NULL,1,0,NULL,-26_-33,1,1,NULL,training,True,NULL,NULL,NULL
16,-29.5,-33.5,NULL,1,0,NULL,-30_-34,1,1,NULL,training,True,NULL,NULL,NULL
17,-33.5,-33.5,NULL,1,0,NULL,-34_-34,1,1,NULL,training,True,NULL,NULL,NULL
18,-120.5,-33.5,NULL,1,0,NULL,-121_-34,1,1,NULL,training,True,NULL,NULL,NULL
19,-118.5,-30.5,NULL,1,0,NULL,-119_-31,1,1,NULL,training,True,NULL,NULL,NULL
